id,description,year,dateBegan,daterestoration,respondent,geographicAreas,NERCRegion,tags,beginTime,restorationTime,numCustomersAffected,demandLoss
1280,Severe Weather,2006,10/2/2006,10/3/2006,Exelon Corporation/ComEd,Illinois,RFC,"severe weather, thunderstorm",14:00:00,18:00:00,471932.0,
1281,Severe Weather,2006,9/28/2006,9/28/2006,Dominion - Virginia Power/North Carolina Power,North Carolina,SERC,"severe weather, thunderstorm",20:08:00,22:10:00,56500.0,84.0
1282,Firm Load,2006,9/14/2006,9/14/2006,Puerto Rico Electric Power Authority,Puerto Rico,PR,"load shedding, voltage reduction",08:56:00,09:08:00,34716.0,59.0
1283,Severe Weather,2006,9/1/2006,9/4/2006,Atlantic City Electric,New Jersey,RFC,"severe weather, hurricane/tropical storm",20:00:00,17:00:00,100000.0,400.0
1284,Severe Weather,2006,9/1/2006,9/3/2006,Dominion - Virginia Power/North Carolina Power,North Carolina,SERC,"severe weather, hurricane/tropical storm",06:41:00,15:25:00,333000.0,500.0
1285,Severe Weather,2006,9/1/2006,9/4/2006,Delmarva Power,Delaware,RFC,"severe weather, hurricane/tropical storm",10:00:00,14:00:00,105000.0,380.0
1286,Severe Weather,2006,9/1/2006,9/4/2006,PECO Energy,Pennsylvania,RFC,"severe weather, hurricane/tropical storm",15:00:00,23:00:00,146094.0,
1287,Severe Weather,2006,9/1/2006,9/1/2006,"Progress Energy Carolinas, Inc.",North Carolina,SERC,"severe weather, hurricane/tropical storm",05:30:00,10:00:00,61000.0,
1288,Firm Load,2006,8/24/2006,8/24/2006,Puerto Rico Electric Power Authority,Puerto Rico,PR,"load shedding, voltage reduction",21:58:00,23:25:00,106000.0,180.0
1289,Severe Weather,2006,8/10/2006,8/12/2006,Idaho Power Company,Oregon,WECC,"severe weather, thunderstorm",20:00:00,12:00:00,65000.0,
1290,Public Appeal,2006,8/7/2006,8/7/2006,American Electric Power,Oklahoma,RFC,public appeal,13:00:00,18:00:00,,75.0
1291,Firm Load,2006,8/3/2006,8/3/2006,Puerto Rico Electric Power Authority,Puerto Rico,PR,load shedding,14:16:00,14:46:00,227480.0,369.0
1292,Heat Wave,2006,8/2/2006,8/2/2006,Midwest ISO,Illinois,MRO,"severe weather, heat",12:00:00,16:45:00,,
1293,Voltage Reduction,2006,8/2/2006,8/2/2006,ISO England,Unknown,NPCC,voltage reduction,13:00:00,16:35:00,,
1294,Severe Weather,2006,8/2/2006,8/3/2006,National Grid,Unknown,NPCC,"severe weather, thunderstorm",19:00:00,01:00:00,77000.0,140.0
1295,Public Appeal,2006,8/1/2006,8/1/2006,Duke Energy Midwest,Indiana,RFC,public appeal,13:00:00,20:30:00,,90.0
1296,Public Appeal,2006,8/1/2006,8/1/2006,First Energy Corporation,Ohio,RFC,"severe weather, heat, public appeal",12:00:00,19:00:00,,
1297,Severe Weather,2006,7/27/2006,7/29/2006,PECO Energy,Pennsylvania,RFC,"severe weather, thunderstorm",18:38:00,21:36:00,167564.0,
1298,CAISO,2006,7/24/2006,7/24/2006,California ISO,California,WECC,"severe weather, heat",14:33:00,17:33:00,,695.0
1299,CAISO,2006,7/24/2006,7/24/2006,Southern California Edison Company,California,WECC,"severe weather, heat",14:33:00,17:33:00,,414.0
1300,Public Appeal,2006,7/22/2006,7/27/2006,Pacific Gas and Electric Company,California,WECC,"severe weather, heat, public appeal",13:09:00,16:00:00,1271893.0,200.0
1301,Severe Weather,2006,7/19/2006,7/31/2006,Ameren Corporation,Illinois,MRO,"severe weather, storm",18:00:00,08:00:00,2500000.0,1500.0
1302,Public Appeal,2006,7/19/2006,7/19/2006,Entergy Services Inc.,Arkansas,SERC,"load shedding, public appeal",11:00:00,17:54:00,8000.0,40.0
1303,Severe Weather,2006,7/18/2006,7/23/2006,PECO Energy,Pennsylvania,RFC,"severe weather, thunderstorm",18:36:00,23:59:00,492955.0,
1304,Severe Weather,2006,7/18/2006,7/18/2006,ISO New England,Connecticut,NPCC,"severe weather, thunderstorm",20:07:00,22:32:00,0.0,0.0
1305,Severe Weather,2006,7/17/2006,7/18/2006,Exelon Corporation West ComEd,Illinois,RFC,"severe weather, thunderstorm",21:00:00,09:00:00,170519.0,
1306,Severe Weather,2006,7/17/2006,7/25/2006,Consolidated Edison Company of NY,New York,NPCC,"severe weather, public appeal, voltage reduction",18:50:00,03:06:00,25000.0,
1307,Severe Weather,2006,7/16/2006,7/21/2006,Consumers Energy,Michigan,RFC,"severe weather, thunderstorm",14:00:00,00:00:00,315000.0,150.0
1308,Severe Weather,2006,7/4/2006,7/4/2006,Dominion - Virginia Power/North Carolina,Virginia,RFC,"severe weather, thunderstorm",17:30:00,20:18:00,67000.0,335.0
1309,Severe Weather,2006,7/2/2006,7/3/2006,Dominion - Virginia Power/North Carolina,Virginia,RFC,"severe weather, thunderstorm",18:39:00,00:31:00,75000.0,300.0
1310,Severe Weather,2006,6/22/2006,6/27/2006,American Electric Power,Indiana,RFC,"severe weather, thunderstorm",14:00:00,23:00:00,195000.0,750.0
1311,Severe Weather,2006,6/11/2006,6/11/2006,Duke Energy Carolinas,North Carolina,SERC,"severe weather, thunderstorm",18:00:00,21:00:00,72000.0,70.0
1312,Severe Weather,2006,6/1/2006,6/3/2006,PECO Energy,Pennsylvania,RFC,severe weather,18:00:00,09:00:00,111555.0,
1313,Firm Load,2006,6/1/2006,6/1/2006,Hawaiian Electric Company Inc.,Hawaii,HECO,load shedding,14:12:00,18:09:00,29300.0,120.0
1314,Severe Weather,2006,6/1/2006,6/3/2006,Baltimore Gas and Electric,Maryland,RFC,"severe weather, thunderstorm",18:30:00,14:00:00,70000.0,335.0
1315,Severe Weather,2006,5/25/2006,5/27/2006,"Duke Energy - Ohio, Kentucky, Indiana",Indiana,RFC,severe weather,19:50:00,09:00:00,210000.0,800.0
1316,Lightning,2006,5/19/2006,5/19/2006,Crockett Cogeneration,California,WECC,"severe weather, thunderstorm",15:13:00,22:30:00,,133.0
1317,Firm Load,2006,5/4/2006,5/4/2006,Puerto Rico Electric Power Authority,Puerto Rico,PR,load shedding,14:12:00,14:45:00,94639.0,140.0
1318,Fire,2006,5/3/2006,5/3/2006,Pacific Gas and Electric Company,California,WECC,"equipment failure, wild fire",15:30:00,21:35:00,55655.0,300.0
1319,Severe Weather,2006,4/29/2006,4/29/2006,Puerto Rico Electric Power Authority,Puerto Rico,PR,"severe weather, thunderstorm",14:55:00,15:45:00,164105.0,237.0
1320,Severe Weather,2006,4/21/2006,4/21/2006,CenterPoint Energy,Texas,ERCOT,severe weather,07:00:00,10:00:00,82000.0,219.0
1321,Firm Load,2006,4/17/2006,4/17/2006,Electric Reliability Council of Texas,Texas,ERCOT,load shedding,15:25:00,19:30:00,200000.0,1000.0
1322,Firm Load,2006,4/17/2006,4/17/2006,TXU Electric Delivery Company,Texas,ERCOT,load shedding,16:11:00,19:20:00,489478.0,380.0
1323,Public Appeal,2006,4/17/2006,4/17/2006,Austin Energy,Texas,ERCOT,"load shedding, public appeal",16:20:00,18:30:00,,40.0
1324,Public Appeal,2006,4/17/2006,4/17/2006,CenterPoint Energy,Colorado,ERCOT,"load shedding, public appeal",16:10:00,18:11:00,68000.0,260.0
1325,Firm Load,2006,4/17/2006,4/17/2006,American Electric Power,Texas,ERCOT,load shedding,16:35:00,18:10:00,51404.0,108.0
1326,Severe Weather,2006,4/8/2006,4/8/2006,Southern Company,Alabama,SERC,"severe weather, tornado",04:00:00,11:00:00,115589.0,300.0
1327,Firm Load,2006,4/7/2006,4/7/2006,Puerto Rico Electric Power Authority,Puerto Rico,PR,"voltage reduction, load shedding",08:43:00,09:29:00,54700.0,116.0
1328,Severe Weather,2006,4/2/2006,4/5/2006,Cinergy PSI,Indiana,RFC,"severe weather, tornado, storm",21:00:00,04:25:00,186000.0,1000.0
1329,Severe Weather,2006,3/12/2006,3/14/2006,"City Water Light and Power (Springfield, Illinois)",Illinois,RFC,severe weather,20:30:00,12:00:00,65400.0,200.0
1330,Severe Weather,2006,3/9/2006,3/9/2006,Entergy Service Inc.,Texas,SERC,severe weather,14:00:00,22:00:00,73000.0,
1331,Severe Weather,2006,2/27/2006,3/1/2006,Pacific Gas and Electric Company,California,WECC,"severe weather, winter storm",18:25:00,14:30:00,160000.0,
1332,Serve Load,2006,2/18/2006,2/18/2006,Public Service Company of Colorado,Colorado,WECC,load shedding,08:50:00,16:09:00,,428.0
1333,Severe Weather,2006,2/17/2006,2/17/2006,National Grid - NY  (Niagara Mohawk Power Corp),New York,NPCC,severe weather,04:32:00,12:00:00,200000.0,250.0
1334,Fuel Supply,2006,2/16/2006,Ongoing,Missouri Basin Power District,North Dakota,MRO,"fuel supply emergency, coal",,,0.0,1650.0
1335,Severe Weather,2006,2/16/2006,2/20/2006,Consumers Energy,Michigan,RFC,"severe weather, winter storm",12:00:00,23:00:00,252089.0,100.0
1336,Severe Weather,2006,2/12/2006,2/13/2006,Delmarva Power,Delaware,RFC,"severe weather, winter storm",02:00:00,07:00:00,58000.0,50.0
1337,Severe Weather,2006,2/12/2006,2/14/2006,Potomac Electric Power Company,Washington,RFC,"severe weather, winter storm",00:06:00,17:44:00,60000.0,300.0
1338,Severe Weather,2006,2/12/2006,2/14/2006,Atlantic City Electric,New Jersey,RFC,"severe weather, winter storm",02:00:00,16:00:00,130000.0,80.0
1339,Severe Weather,2006,2/12/2006,2/12/2006,Dominion - Virginia Power,Virginia,RFC,"severe weather, winter storm",05:55:00,14:00:00,126000.0,250.0
1340,Severe Weather,2006,2/11/2006,2/14/2006,Baltimore Gas and Electric,Maryland,RFC,"severe weather, winter storm",21:00:00,23:00:00,180000.0,500.0
1341,Severe Weather,2006,2/4/2006,2/8/2006,Puget Sound Energy,Washington,WECC,"severe weather, wind",04:30:00,08:00:00,140000.0,
1342,Severe Weather,2006,2/4/2006,2/6/2006,Snohomish County PUD #1,Washington,WECC,"severe weather, wind",01:34:00,00:01:00,123827.0,150.0
1343,Severe Weather,2006,1/18/2006,1/18/2006,Central Maine Power Company,Maine,NPCC,"severe weather, storm",15:16:00,18:34:00,63000.0,75.0
1344,Severe Weather,2006,1/14/2006,1/16/2006,PECO Energy,Pennsylvania,RFC,"severe weather, wind",15:45:00,17:30:00,142315.0,
1345,Severe Weather,2005,12/31/2005,1/5/2006,Pacific Gas and Electric,California,WECC,"severe weather, storm",06:00:00,09:00:00,1667316.0,800.0
1346,Severe Weather,2005,12/15/2005,12/21/2005,Duke Energy Company/Duke Power Control Area,North Carolina,SERC,"severe weather, winter storm",04:00:00,17:00:00,683000.0,3500.0
1347,Severe Weather,2005,12/15/2005,12/16/2005,Southern Company,Georgia,SERC,"severe weather, winter storm",05:05:00,12:10:00,52659.0,75.0
1348,Severe Weather,2005,11/12/2005,11/14/2005,We Energies,Wisconsin,MAIN,"severe weather, thunderstorm",16:00:00,18:00:00,48000.0,10.0
1349,Severe Weather,2005,11/12/2005,11/14/2005,Consumers Energy,Michigan,ECAR,"severe weather, thunderstorm",23:00:00,23:59:00,272355.0,408.0
1350,Severe Weather,2005,11/6/2005,11/11/2005,DTE Energy,Michigan,ECAR,"severe weather, thunderstorm",07:30:00,23:30:00,118000.0,212.0
1351,Plant Tripped,2005,11/3/2005,11/3/2005,Crockett Cogeneration,California,WECC,equipment failure,18:47:00,19:00:00,,136.0
1352,Hurricane Wilma,2005,10/24/2005,11/2/2005,Allegheny Power,Pennsylvania,MAAC,"severe weather, hurricane/tropical storm",20:00:00,16:30:00,303795.0,400.0
1353,Hurricane Wilma,2005,10/24/2005,10/24/2005,Seminole Electric Cooperative,Florida,FRCC,"severe weather, hurricane/tropical storm",04:00:00,16:00:00,105000.0,280.0
1354,Hurricane Wilma,2005,10/24/2005,11/10/2005,Florida Municipal Power Agency,Florida,FRCC,"severe weather, hurricane/tropical storm",07:00:00,00:00:00,84900.0,148.0
1355,Hurricane Wilma,2005,10/23/2005,10/24/2005,Florida Power and Light,Florida,FRCC,"severe weather, hurricane/tropical storm",20:00:00,14:00:00,3241437.0,10000.0
1356,Firm Load,2005,10/22/2005,10/22/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"voltage reduction, load shedding",09:44:00,11:40:00,85682.0,360.0
1357,Firm Load,2005,10/18/2005,10/18/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"voltage reduction, load shedding",15:19:00,,142591.0,460.0
1358,Firm Load,2005,10/2/2005,10/2/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"voltage reduction, load shedding",17:40:00,17:54:00,71240.0,312.0
1359,Hurricane Rita,2005,9/24/2005,9/28/2005,American Electric Power - CSWS,Louisiana,ECAR,"severe weather, hurricane/tropical storm",10:00:00,18:00:00,190000.0,700.0
1360,Hurricane Rita,2005,9/24/2005,10/2/2005,TXU Electric Delivery Company,Florida,ERCOT,"severe weather, hurricane/tropical storm",06:00:00,17:00:00,200000.0,260.0
1361,Hurricane Rita,2005,9/23/2005,9/24/2005,CenterPoint Energy Houston Electric,Texas,ERCOT,"severe weather, hurricane/tropical storm",17:00:00,20:00:00,715000.0,1950.0
1362,Hurricane Rita,2005,9/23/2005,9/25/2005,Entergy Corporation,Texas,SPP,"severe weather, hurricane/tropical storm",21:00:00,07:30:00,766000.0,
1363,Hurricane Rita,2005,9/23/2005,10/6/2005,Louisiana Generating,Louisiana,SPP,"severe weather, hurricane/tropical storm",13:06:00,14:30:00,125000.0,350.0
1364,Hurricane Rita,2005,9/23/2005,9/28/2005,City of Lakeland,Florida,FRCC,"severe weather, hurricane/tropical storm, fuel supply emergency, public appeal",07:00:00,11:29:00,0.0,0.0
1365,Hurricane Rita,2005,9/22/2005,9/29/2005,Progress Energy Florida,Florida,FRCC,"severe weather, hurricane/tropical storm, fuel supply emergency, public appeal",12:00:00,12:00:00,0.0,0.0
1366,Severe Weather,2005,9/22/2005,9/26/2005,DTE Energy,Michigan,ECAR,"severe weather, thunderstorm",11:00:00,23:30:00,53000.0,366.0
1367,Severe Weather,2005,9/21/2005,9/27/2005,Xcel Energy - Northern States  Power,Minnesota,MRO,"severe weather, tornado",19:00:00,23:00:00,200000.0,
1368,Hurricane Ophelia,2005,9/14/2005,9/15/2005,Progress Energy - Carolinas,North Carolina,SERC,"severe weather, hurricane/tropical storm",15:00:00,15:00:00,60000.0,215.0
1369,Severe Weather,2005,9/13/2005,9/16/2005,We Energies,Wisconsin,MAIN,"severe weather, storm",18:30:00,20:00:00,110000.0,600.0
1370,Firm Load,2005,9/13/2005,9/13/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"voltage reduction, load shedding",14:14:00,14:29:00,66480.0,249.0
1371,Unknown,2005,9/12/2005,9/12/2005,Los Angeles Department of Water and Power,California,WECC,equipment failure,12:32:00,13:56:00,900000.0,2578.0
1372,Hurricane Katrina,2005,8/31/2005,9/12/2005,Seminole Electric Cooperative,Florida,FRCC,"severe weather, hurricane/tropical storm, fuel supply emergency, public appeal",16:00:00,08:00:00,0.0,0.0
1373,Hurricane Katrina,2005,8/29/2005,8/30/2005,Entergy Corporation,Louisiana,SPP,"severe weather, hurricane/tropical storm",06:00:00,06:00:00,1200000.0,
1374,Hurricane Katrina,2005,8/29/2005,9/7/2005,Progress Energy Florida,Florida,FRCC,"severe weather, hurricane/tropical storm, fuel supply emergency",07:10:00,15:00:00,0.0,0.0
1375,Hurricane Katrina,2005,8/29/2005,8/29/2005,Louisiana Generating,Louisiana,SPP,"severe weather, hurricane/tropical storm",01:10:00,12:42:00,143000.0,300.0
1376,Hurricane Katrina,2005,8/29/2005,9/8/2005,City of Lakeland,Florida,FRCC,"severe weather, hurricane/tropical storm, fuel supply emergency, public appeal",17:00:00,00:01:00,0.0,0.0
1377,Hurricane Katrina,2005,8/29/2005,9/10/2005,Tennessee Valley Authority,Tennessee,SERC,"severe weather, hurricane/tropical storm",15:50:00,12:00:00,323529.0,118.5
1378,Hurricane Katrina,2005,8/29/2005,8/29/2005,Southern Company,Mississippi,SERC,"severe weather, hurricane/tropical storm",07:10:00,22:00:00,512049.0,5120.0
1379,CAISO,2005,8/25/2005,8/25/2005,Southern California Edison Company,California,WECC,"load shedding, transmission interruption",15:51:00,20:00:00,409000.0,864.0
1380,CAISO,2005,8/25/2005,8/25/2005,California ISO,California,WECC,"load shedding, public appeal",15:50:00,20:00:00,,
1381,Severe Weather,2005,8/20/2005,8/20/2005,American Electric Power -AEP West,Arkansas,ECAR,"severe weather, thunderstorm",14:15:00,16:21:00,50797.0,650.0
1382,Firm Load,2005,8/19/2005,8/19/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"voltage reduction, load shedding",19:37:00,20:15:00,71864.0,259.0
1383,Plant Tripped,2005,8/8/2005,8/8/2005,Crockett Cogeneration,California,WECC,equipment failure,12:38:00,16:00:00,,240.0
1384,Firm Load,2005,8/1/2005,8/1/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"voltage reduction, load shedding",10:28:00,10:47:00,47116.0,175.0
1385,Severe Weather,2005,7/28/2005,8/1/2005,Duke Energy Company/Duke Power Control Area,North Carolina,SERC,"severe weather, thunderstorm",20:30:00,17:00:00,52200.0,300.0
1386,Severe Weather,2005,7/27/2005,7/28/2005,PECO Energy,Pennsylvania,MAAC,"severe weather, thunderstorm",16:50:00,21:24:00,93837.0,
1387,Severe Weather,2005,7/27/2005,7/30/2005,Potomac Electric Power Company (Pepco),Washington,MAAC,"severe weather, thunderstorm",17:50:00,21:07:00,64943.0,
1388,Severe Weather,2005,7/27/2005,7/29/2005,Baltimore Gas and Electric Company,Maryland,MAAC,"severe weather, thunderstorm",18:00:00,16:00:00,87600.0,
1389,Severe Weather,2005,7/23/2005,7/26/2005,Potomac Electric Power Company (Pepco),Washington,MAAC,"severe weather, thunderstorm",01:02:00,10:50:00,55118.0,
1390,CAISO,2005,7/22/2005,7/22/2005,Southern California Edison Company,California,WECC,load shedding,13:55:00,18:00:00,133900.0,206.0
1391,CAISO,2005,7/21/2005,7/21/2005,Southern California Edison Company,California,WECC,load shedding,14:39:00,17:30:00,128050.0,197.0
1392,Hurricane Dennis,2005,7/10/2005,7/12/2005,Southern Company,Mississippi,SERC,"severe weather, hurricane/tropical storm",08:00:00,08:00:00,228102.0,45.0
1393,Hurricane Dennis,2005,7/10/2005,7/11/2005,Alabama Electric Coop Inc.,Alabama,SERC,"severe weather, hurricane/tropical storm",12:53:00,17:33:00,50000.0,51.2
1394,Severe Weather,2005,7/5/2005,7/6/2005,Entergy Corporation,Louisiana,SPP,"severe weather, hurricane/tropical storm",21:00:00,09:00:00,287000.0,
1395,Firm Load,2005,7/2/2005,7/2/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,load shedding,01:27:00,01:46:00,132290.0,226.0
1396,Fuel Supply,2005,7/1/2005,Ongoing,Southwestern Public Service Company,Texas,ERCOT,"fuel supply emergency, coal",,,0.0,0.0
1397,Severe Weather,2005,6/29/2005,7/4/2005,DTE Energy,Michigan,ECAR,"severe weather, thunderstorm",16:30:00,23:30:00,114711.0,1000.0
1398,Fuel Supply,2005,6/28/2005,Ongoing,Public Service Company of Colorado,Colorado,WECC,"fuel supply emergency, coal",11:30:00,,0.0,0.0
1399,Transmission Equipment,2005,6/24/2005,6/24/2005,Commonwealth Edison Company,Illinois,MAIN,"equipment failure, transmission interruption",20:37:00,23:06:00,51500.0,350.0
1400,Voltage Reduction,2005,6/20/2005,6/20/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,voltage reduction,11:16:00,17:15:00,600000.0,35.0
1401,Thunderstorm,2005,6/8/2005,6/10/2005,Xcel Energy - Northern States Power,Minnesota,MRO,"severe weather, thunderstorm",04:00:00,22:00:00,300000.0,100.0
1402,Thunderstorm,2005,6/6/2005,6/8/2005,New York  State Electric and Gas,New York,NPCC,"severe weather, thunderstorm",12:00:00,18:00:00,65000.0,
1403,Thunderstorm,2005,6/6/2005,6/7/2005,PECO Energy,Pennsylvania,MAAC,"severe weather, thunderstorm",16:43:00,22:00:00,143000.0,
1404,Severe Weather,2005,6/5/2005,6/10/2005,DTE Energy,Michigan,ECAR,"severe weather, thunderstorm",14:00:00,07:30:00,201580.0,1826.0
1405,Thunderstorm,2005,6/5/2005,6/7/2005,Consumers Energy,Michigan,ECAR,"severe weather, thunderstorm",14:00:00,18:00:00,105000.0,60.0
1406,Thunderstorm,2005,5/29/2005,5/30/2005,CenterPoint Energy Houston Electric,Texas,ERCOT,"severe weather, thunderstorm",20:00:00,02:30:00,123000.0,328.0
1407,Voltage Reduction,2005,5/11/2005,5/11/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,voltage reduction,19:00:00,20:31:00,,529.0
1408,Thunderstorm,2005,5/8/2005,5/8/2005,CenterPoint Energy Houston Electric,Texas,ERCOT,"severe weather, thunderstorm",15:00:00,22:00:00,243000.0,672.0
1409,Thunderstorm,2005,4/30/2005,4/30/2005,Southern Company,Alabama,SERC,"severe weather, thunderstorm",08:00:00,10:00:00,51808.0,100.0
1410,Severe Weather,2005,4/23/2005,4/27/2005,Cleveland Electric Illuminating Company/First Energy Corporation,Ohio,ECAR,"severe weather, winter storm",06:00:00,06:00:00,150000.0,
1411,Voltage Reduction,2005,4/23/2005,4/23/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,voltage reduction,04:22:00,04:48:00,116552.0,345.0
1412,Lightning,2005,4/22/2005,4/22/2005,Crockett Cogeneration,California,WECC,"severe weather, thunderstorm",15:51:00,15:59:00,,126.0
1413,Severe Weather,2005,4/1/2005,4/6/2005,Cleveland Electric Illuminating Company/First Energy Corporation,Ohio,ECAR,"severe weather, winter storm",00:00:00,12:00:00,211000.0,
1414,Severe Weather,2005,3/8/2005,3/8/2005,Progress Energy - Carolinas,North Carolina,SERC,"severe weather, wind",11:00:00,15:00:00,51600.0,180.0
1415,Voltage Reduction,2005,2/24/2005,2/24/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,voltage reduction,00:58:00,01:05:00,,200.0
1416,Voltage Reduction,2005,2/18/2005,2/18/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"equipment failure, voltage reduction",08:16:00,08:41:00,372288.0,648.0
1417,Firm Load,2005,2/16/2005,2/16/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,load shedding,13:26:00,13:43:00,139438.0,325.0
1418,Generator Loss,2005,2/15/2005,2/15/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,equipment failure,13:12:00,13:30:00,,380.0
1419,Voltage Reduction,2005,2/1/2005,2/1/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,voltage reduction,,18:01:00,,460.0
1420,Severe Weather,2005,1/29/2005,1/30/2005,Georgia System Operations Corporation (GSOC),Georgia,SERC,"severe weather, winter storm",16:00:00,15:00:00,82000.0,100.0
1421,Severe Weather,2005,1/29/2005,1/31/2005,Southern Company,Alabama,SERC,"severe weather, winter storm",10:00:00,10:00:00,150000.0,100.0
1422,Firm Load,2005,1/24/2005,1/24/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"load shedding, voltage reduction",06:38:00,06:50:00,70717.0,225.0
1423,Firm Load,2005,1/24/2005,1/24/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,"load shedding, voltage reduction",12:27:00,12:34:00,,385.0
1424,Voltage Reduction,2005,1/23/2005,1/23/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,voltage reduction,10:42:00,11:24:00,,140.0
1425,Voltage Reduction,2005,1/19/2005,1/19/2005,Puerto Rico Electric Power Authority,Puerto Rico,PR,voltage reduction,09:17:00,09:27:00,,209.0
1426,Severe Weather,2005,1/7/2005,1/10/2005,Pacific Gas and Electric Company,California,WECC,"severe weather, winter storm",13:00:00,08:00:00,442000.0,120.0
1427,Severe Weather,2005,1/5/2005,1/13/2005,Ohio Edison/First Energy,Unknown,ECAR,"severe weather, winter storm",16:00:00,18:00:00,246990.0,250.0
1428,Severe Weather,2005,1/5/2005,1/16/2005,American Electric Power,Indiana,ECAR,"severe weather, winter storm",21:10:00,11:00:00,114791.0,545.0
1429,Severe Weather,2005,1/4/2005,1/14/2005,Westar Energy,Kansas,SPP,"severe weather, winter storm",18:00:00,12:00:00,211000.0,200.0
1430,Severe Weather,2004,12/27/2004,12/27/2004,Pacific Gas and Electric  Company,California,WECC,severe weather,07:50:00,10:50:00,95000.0,100.0
1431,Severe Weather,2004,12/23/2004,12/31/2004,American Electric Power,Ohio,ECAR,"severe weather, winter storm",03:37:00,23:00:00,359171.0,800.0
1432,Severe Weather,2004,12/1/2004,12/2/2004,Baltimore Gas & Electric Company,Maryland,MAAC,"severe weather, wind",10:00:00,23:59:00,122000.0,270.0
1433,Severe Weather,2004,12/1/2004,12/2/2004,Exelon (PECO Energy),Pennsylvania,MAAC,"severe weather, storm",07:30:00,22:09:00,105312.0,
1434,Thunderstorm,2004,11/24/2004,11/24/2004,Southern Company,Georgia,SERC,"severe weather, thunderstorm",10:00:00,16:00:00,83450.0,100.0
1435,Thunderstorm,2004,11/23/2004,11/24/2004,CenterPoint Energy,Texas,ERCOT,"severe weather, thunderstorm",22:00:00,01:00:00,119000.0,150.0
1436,Severe Weather,2004,11/14/2004,11/15/2004,ISO New England ( For New Brunswick Electric Power Coordination of joint Reliability Coordinators and Control Area Functions),Canada,NPCC,"severe weather, winter storm",04:55:00,01:31:00,165000.0,165.0
1437,Fuel Supply,2004,11/9/2004,11/12/2004,Keyspan Energy,New York,NPCC,"fuel supply emergency, natural gas",14:15:00,13:07:00,0.0,0.0
1438,Severe Weather,2004,10/30/2004,11/1/2004,Consumers Energy,Michigan,ECAR,"severe weather, wind",10:00:00,18:00:00,122000.0,60.0
1439,Severe Weather,2004,10/30/2004,11/3/2004,DTE Energy,Michigan,ECAR,"severe weather, wind",12:30:00,13:50:00,159870.0,700.0
1440,System Interruption,2004,10/28/2004,10/28/2004,Pacific Gas and Electric  Company,California,WECC,transmission interruption,15:27:00,18:08:00,59458.0,103.0
1441,Fire,2004,10/25/2004,10/26/2004,Entergy Transmission,Louisiana,SPP,"wild fire, public appeal",11:00:00,10:00:00,,
1442,Severe Weather,2004,10/18/2004,10/20/2004,Pacific Gas and Electric  Company,California,WECC,"severe weather, wind",22:30:00,09:00:00,407440.0,140.0
1443,Breaker Failure,2004,10/10/2004,10/11/2004,Puerto Rico Electric Power Authority,Unknown,PR,equipment failure,17:09:00,19:57:00,,
1444,Breaker Failure,2004,9/27/2004,9/27/2004,ISO New England ( For New Brunswick Electric Power Coordination of joint Reliability Coordinators and Control Area Functions),Canada,NPCC,equipment failure,16:06:00,16:12:00,,
1445,Hurricane Jeanne,2004,9/27/2004,9/27/2004,Southern Company,Georgia,SERC,"severe weather, hurricane/tropical storm",08:00:00,14:00:00,85455.0,854.0
1446,Hurricane Jeanne,2004,9/26/2004,9/30/2004,Orlando Utilities Commission,Florida,FRCC,"severe weather, hurricane/tropical storm",03:00:00,09:00:00,110000.0,350.0
1447,Hurricane Jeanne,2004,9/26/2004,10/1/2004,Progress Energy Florida,Florida,FRCC,"severe weather, hurricane/tropical storm",06:00:00,00:00:00,722000.0,1800.0
1448,Hurricane Jeanne,2004,9/26/2004,9/27/2004,Tampa Electric Company,Florida,FRCC,"severe weather, hurricane/tropical storm",02:00:00,00:00:00,285300.0,1250.0
1449,Hurricane Jeanne,2004,9/25/2004,9/26/2004,Fort Pierce Utilities Authority,Florida,FRCC,"severe weather, hurricane/tropical storm",17:00:00,09:00:00,26000.0,125.0
1450,Hurricane Ivan,2004,9/17/2004,9/18/2004,Progress Energy -Carolinas,North Carolina,SERC,"severe weather, hurricane/tropical storm",04:30:00,12:00:00,112000.0,400.0
